review,sentiment,sentiment_pred
تتسشكاو من قله البركه وللرزق من قله المطر تتشكاو من الجتمع تحللو في ماحرم ربي باسم حقوق الانسان وبسم الحريه الا لعنه الله علي القوم الفاسقين يافساق,Negative,negative
جبالك الرواسي و لا المنظر هذا,Negative,negative
بلاصتك في الحبس والا الحرق انت وامثالك حتي الموت,Negative,negative
راجل وعليه الكلام و هذا هو فعل الناس في كلام الناس معلم وربي يعينو ويدافع علي القيم حبيبي منور و موهر احمد الاندلسي ممثل صنع روحو و خدم و ولد جمعيه اما تحسو مقداد سهيلي جنيور هههه عسوله ماتعجبنيش وجيهه متاعنا نحبها بصراحه مسلسل روعه يحكي واقعنا في تونس عندنا براشه ناس كيف كريم وقت يولي عندو فلوس ينسي اصلو محلاها انت معلم سي لمين انت عسوله و الله رجل و عجبني زيد ولد جمعيه برافووووا سامي بصراحه برافووووووو مسلسل حلو برشه برافووووو الليله عجبني شكرا فوري بن قمره ربي يبارك فيك و يكثر من امثالك جعفور انت انسان مبددددع ممثل موهوب مقدم بحبحوح و بالاخصوص انت مالعباد الياسر انساني احسنت جعفور واصل يا مهبلهم بالاحمر برافو نحن نعشق الحوار التونسي ههههه يعطيك الصحه سامي برافو انا والله نتفرج كان علي الحوار التونسي راجل و سيد الرجال نحبها وحدك يا معلم انا من الجزايرب من اشد معجبين بالحوار التونسي اولاد مفيده مسللسل رايع,Positive,negative
ياسر مبدع و عندو الجديد لكن فرحان ياسر بدعوته للبرنامج مما خلاه مفرفش في حديثو وتصروفاتو و ماوصللنا حتي شي,Positive,negative
برافووووووو تبكي بالحق ماثره اللقطه,Positive,negative
انسان تحفون و ضحاك و ضامر مايمثلش كا يخرج قدام لعباد و يحكي علي طييعتوا انت ولد الشعب وتستحق اكثر تقدير علي الركح,Positive,negative
اخلاق و جمال و تربيه عيشوشه,Positive,negative
نحبك يا احسن فنانه,Positive,negative
هي شلاكه و امها شلاكه,Negative,negative
ملا طحان,Negative,negative
لطفي من احسن الممثلين في تونس وافضل حاجه فيه هي لبلاده متاعو,Positive,negative
عملتولنا العار و شوهتم طبايع التونسي الاصيل تفوه عليكم خماج,Negative,negative
جبالك الرواسي زعيم اللحاسه هو و ابنه كم انت تافه يا توفيق العساس يا شايب لحاس ويا سفساف يا ماسط يالاسط يا بوال والله غريبه بربي يا سامي الفهري هو الشيطان الرجيم يتسلسل في رمضان ويتحبس في اسفل النار وانتي عام و شهر متتعبش ما تحترمش عام كامل فسدت عايلاتنا لبرنامجك التافهه خليه العالم الكل ياخذ فكره علي تونس بلاد الدعاره والدروغ وتوا حتي في شهر الفضيل تتحفنا كالعاده باخلاقك المنحطه اتقي الله العيب موش فيه العيب فلي جايبوا ساعات الدنيا تظحك لواحد وهو يطلع علي مراد الله فاشل امسط منو مراتتش عيني ههههههههههههههه زيدي ترهدني يا يمينه انسان منحط مسخ لعنه الله عليكم يا كلاب تافهومنافق معقد كبير امين و مصباح و شكيب هذا كم من المساطه كلاب البوليسيه وقتاش باش تعملوا عليهم ثوره بصراحه نكرهك وزير تربيه موش متربي و افصل فاشله تجي كل شي كان ممثله لا انت وياه زوز كلاب في سلسله لعنه الله عليك و عليه زايد شعب لحاس حفتريش برا مخيب وجهك شكيب من جماعه الفم يسبح و اليدين تقتل كلب مل كلاب النقبه المثقبه في تونس ماسطه كيفك يا سامي كيف العاده واصل حبيبي حلا حليلا مهزلا قرف,Negative,negative
مذيع فاشل يحاور وزير فاشل,Negative,negative
ماسطه برشه كلب في راسك ان شاء الله مااااااااسط لااااااااسط ماسط بلاهي ملا مريض مقداد بربي لا عاد تجيبوه ياخي شكيب لتو لا فهم روحو يا ولدي راك وليت كراكوز ممصتو ياسر لاعب فاها فاهم كل شي شيء موسف اخيب مافي البرنامج لطفي وخاصه مايا بالمناسبه نحب نعرف وين قرات بش نعاودالتوجيه للجامعهاللي قرات فيها سنبل اغا و الطحين قصه حب كبيره استغفر الله و بره الشي الي صاير يحشم نشاله ربي يسمحنا ولله علامات الساعه هاذم و لاخر جاي يمد في وجهو و يدافع خيييييت عيفتوني في حياتي و احمد الاندلسي سيدك يا لي تحكي عليه ياعاهره ياعار علي لمرا التونسيه تعدي وهف يهزك شخصيه سياسيه لا تفهم في السياسه خيييييت ممسط مقداد سنبل اغا بالمساطه هاذي عمرو ما يطلعلك شعر في راسك,Negative,negative
لمعلم يتكلم,Positive,negative
روعه مريومه ونضال,Positive,negative
احسن مخرج في تونس حاليا سامي الفهري قوه في الافكار والسيناريوهات شكون موافقني,Positive,negative
بو زينها محلاها,Positive,negative
فضايح,Negative,negative
ممثله و بابورها زفر,Negative,negative
صوره راءعه تعبر عن رفعه الانسان التونسي وخلقه الرفيعه اخوكم رسيم من الزاءر,Positive,negative
انتي ممثله بارعه و متالقهوفرضت وجودك في بلادكومحبيتش تخرج خارج الوطن تلوج علي الشهره كيما زملاء ك المومثلين برافو,Positive,negative
مشاالله عليها اسمر يا اسمراني,Positive,negative
المسلسل,Positive,negative
تعمل الجاير,Negative,negative
سبجان الله قداش منحط,Negative,negative
ماسطين كيفك,Negative,negative
وجوه مقلبه,Negative,negative
مايعجبنيش,Negative,negative
الله يبارك تحياتي ليك,Positive,negative
مستويات منحطه,Negative,negative
تعجبني ممثله وعليها لكلام,Positive,negative
بنديرمان بهيم وزيد يناقش في الفه يوسف اش لاز حمه يغني ضهر روحو بقرونو,Negative,negative
معلم,Positive,negative
عامله فيها قافزه اخخخخخخ,Negative,negative
