clean_text,sentiment
ياسر مبدع و عندو الجديد لكن فرحان ياسر بدعوته للبرنامج مما خلّاه مفرفش في حديثو وتصروفاتو و ماوصللنا حتى شي,Positive
برافووووووو تبكي بالحق ماثرة اللقطة,Positive
انسان تحفون و ضحاك و ضامر مايمثلش كا يخرج قدام لعباد و يحكي على طييعتوا انت ولد الشعب وتستحق اكثر تقدير على الركح,Positive
اخلاق و جمال و تربية عيشوشة,Positive
نحبك يا احسن فنانة,Positive
هي شلاكة و امها شلاكة,Negative
ملا طحان,Negative
لطفي من أحسن الممثلين في تونس وأفضل حاجة فيه هي لبلادة متاعو,Positive
عملتولنا العار و شوهتم طبايع التونسي الأصيل تفوه عليكم خماج,Negative
جبالك الرواسي زعيم اللحاسة هو و ابنه كم انت تافه يا توفيق العساس يا شايب لحاس ويا سفساف يا ماسط يالاسط يا بوال والله غريبة بربي يا سامي الفهري هو الشيطان الرجيم يتسلسل في رمضان ويتحبس في أسفل النار وانتي عام و شهر متتعبش ما تحترمش عام كامل فسدت عايلاتنا لبرنامجك التافهة خلية العالم الكل يأخذ فكرة على تونس بلاد الدعارة والدروغ وتوا حتى في شهر الفضيل تتحفنا كالعادة باخلاقك المنحطة اتقي الله العيب موش فيه العيب فلي جايبوا ساعات الدنيا تظحك لواحد وهو يطلع على مراد الله فاشل امسط منو مراتتش عينى ههههههههههههههه زيدي ترهدني يا يمينة انسان منحط مسخ لعنة الله عليكم يا كلاب تافه،ومنافق معقد كبير امين و مصباح و شكيب؟ هذا كم من المساطة كلاب البوليسية وقتاش باش تعملوا عليهم ثورة؟؟؟؟؟ بصراحة نكرهك وزير تربية موش متربي و أفصل فاشلة تجي كل شي كان ممثلة لا انت وياه زوز كلاب في سلسلة لعنة الله عليك و عليه زايد شعب لحاس حفتريش برا مخيب وجهك شكيب من جماعة الفم يسبح و اليدين تقتل كلب مل كلاب النقبة المثقبة في تونس ماسطة كيفك يا سامي كيف العادة واصل حبيبي حلا حليلا مهزلا قرف,Negative
مذيع فاشل يحاور وزير فاشل,Negative
ماسطة برشه كلب في راسك ان شاء الله ،مااااااااسط لااااااااسط ماسط بلاهي ملا مريض مقداد بربي لا عاد تجيبوه ياخي شكيب لتو لا فهم روحو يا ولدي راك وليت كراكوز ممصتو ياسر لاعب فاها فاهم كل شي شيء مؤسف اخيب مافي البرنامج لطفي وخاصة مايا بالمناسبة نحب نعرف وين قرات بش نعاودالتوجيه للجامعةاللي قرات فيها سنبل اغا و الطحين قصة حب كبيرة استغفر الله و برة الشي الي صاير يحشم نشاله ربي يسمحنا ولله علامات الساعة هاذم و لاخر جاي يمد في وجهو و يدافع خيييييت عيفتوني في حياتي و احمد الاندلسي سيدك يا لي تحكي عليه ياعاهرة ياعار على لمرا التونسية تڨعدي وهف يهزك شخصية سياسية لا تفهم في السياسة خيييييت ممسط مقداد سنبل آغا بالمساطة هاذي عمرو ما يطلعلك شعر في راسك,Negative
لمعلم يتكلم,Positive
روعة مريومة ونضال,Positive
احسن مخرج في تونس حاليا سامي الفهري قوة في الافكار والسيناريوهات شكون موافقني,Positive
بو زينها محلاها,Positive
فضايح,Negative
ممثلة و بابورها زفر,Negative
صورة راءعة تعبر عن رفعة الانسان التونسي وخلقه الرفيعة اخوكم رسيم من الزاءر,Positive
انتي ممثلة بارعة و متالقة،وفرضت وجودك في بلادك،ومحبيتش تخرج خارج الوطن تلوج علي الشهرة كيما زملاء ك المومثلين برافو,Positive
مشاالله عليها اسمر يا اسمراني,Positive
المسلسل,Positive
تعمل الجاير,Negative
سبجان الله قداش منحط,Negative
ماسطين كيفك,Negative
وجوه مقلبه,Negative
مايعجبنيش,Negative
الله يبارك تحياتي ليك,Positive
مستويات منحطة,Negative
تعجبني ممثلة وعليها لكلام,Positive
بنديرمان بهيم وزيد يناقش في ألفة يوسف اش لاز حمة يغني ضهر روحو بقرونو,Negative
معلم,Positive
عاملة فيها قافزة إخخخخخخ,Negative
بالرجولية معلم,Positive
معجبنيش بيرم كيفاش يأمر في أمو و يهدد فيها,Negative
هدا الدور الحقيقى للاب و هدا قمت العطاء و التضحية الله يشفيلو بنتو و الله يعطيه القوة و الصبر,Positive
معلم يعتك الصحة,Positive
مستويات منحطة كي سيدي ك جوادو,Negative
رجل,Positive
تقول ما نلبسش في البحر و انت عريانه في الكليب عملتي العار,Negative
أمسط واحد في تونس,Negative
امسط انسان ومنحط,Negative
ياسر ياسر ياسر رزينة من لخر أرزن مالطفل عرفتوه إلي كانو قبل غسلو بيه روسهم,Negative
ما باهي في الحلقة كان امنة جمال صوت ممتاز و قوة شخصية المثال الحقيقي للمراة و الفنانة التونسية الناجحة الله يوفقك امونة,Positive
لا يليق بابرنامج و لا يستطيع ان يكون صحفي السيد نهظاوي,Negative
كريم طيار,Positive
برافوااااا عليكم,Positive
شى كبير فى المساطة,Negative
ربي يوفقك,Positive
ما شاء الله عليك صوت وصورة من احلى الأصوات اللي سمعتها,Positive
حلووووووووووو,Positive
حسان من الجزاير تفووو داعش ارحم منك تفووووووو,Negative
محلها و محلى صوتها,Positive
ماشاء الله عسولة,Positive
انا عجبتني برشا لرشا خاطر حقيقة و واقعنا التونسي برافو كي نبدا نتفرج نشيخ خاطر نحس روحي نتفرج في حقيقة مش في مسلسل,Positive
بصراحة تصلح تمثل ادوار كوميدية اكثر من درامية,Positive
معلم برافو عجبني بصراحة,Positive
تفوووووووه على زمن أصبح فيه الطحانة يطالبون بحقوقهم,Negative
ما عجبتنیش شخصیتها حتی طررررررف,Negative
والله باسل و ما صط,Negative
مسلسل تافه لا يعكس واقعنا بل يعكس واقعكم التافه والخامج,Negative
برجولية سخيف جداا,Negative
ممصطووو,Negative
ههههههه شعب منافق,Negative
تعرف وقتاش تظهر وتعرف اش تحكي وما عندهاش التجغجيغ كيف برشا ممثلين,Positive
هبليه هبليه بسومون و لا بالبرتوقالي ولله لا طلعت اللون هبليه هبليه ياااا احترم روحك يا ليلا الشابي وانت عاملة في روحك سبة العري و قلة الحياء وتجي تتكلم على سيدك بورقيبة فلولاه لما كنت و لما درست في المدارس التي شيدها قتلك كانت مناضلة في عهد بورقيبة هههههه ملا رأس النحاسة وجه الظبوط تافه و ساذج كراوك أخر الزمان,Negative
